change,term,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
0,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
1,climate change,cabinet
2,climate change,cabinet
2,climate change,cabinet
2,climate change,cabinet
2,climate change,cabinet
2,climate change,cabinet
2,climate change,cabinet
2,climate change,cabinet
4,climate change,cabinet
4,climate change,cabinet
4,climate change,cabinet
4,climate change,cabinet
5,climate change,cabinet
6,climate change,cabinet
-37,climate,non-cabinet
-29,climate,non-cabinet
-21,climate,non-cabinet
-18,climate,non-cabinet
-14,climate,non-cabinet
-13,climate,non-cabinet
-12,climate,non-cabinet
-12,climate,non-cabinet
-12,climate,non-cabinet
-11,climate,non-cabinet
-11,climate,non-cabinet
-11,climate,non-cabinet
-11,climate,non-cabinet
-11,climate,non-cabinet
-10,climate,non-cabinet
-10,climate,non-cabinet
-9,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-8,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-7,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-6,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-5,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-4,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-3,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-2,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
-1,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
0,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
1,climate,non-cabinet
